id,category,sub_category,lat,lon,geometry,cluster
190323304,education,school,28.528608000000002,77.1543963,POINT (28.528608 77.1543963),2
190323355,education,school,28.5293729,77.1540527,POINT (28.5293729 77.15405269999999),2
190323356,education,school,28.5301062,77.1537783,POINT (28.5301062 77.1537783),2
190333712,education,school,28.521541100000004,77.1616667,POINT (28.5215411 77.1616667),2
190333713,education,school,28.5208446,77.1608266,POINT (28.5208446 77.16082659999999),2
190333714,education,school,28.5210771,77.162088,POINT (28.5210771 77.162088),2
190333720,education,school,28.5314498,77.1443776,POINT (28.5314498 77.1443776),2
200304514,education,school,28.613611900000002,76.9274552,POINT (28.6136119 76.9274552),2
201289538,education,school,28.614833299999997,76.9809125,POINT (28.6148333 76.9809125),2
201289539,education,school,28.6128827,76.925122,POINT (28.6128827 76.925122),2
206564485,education,school,28.647869300000004,77.1814538,POINT (28.6478693 77.1814538),2
209295014,education,school,28.6014007,77.0173147,POINT (28.6014007 77.0173147),2
209296170,education,school,28.5988478,77.0450972,POINT (28.5988478 77.0450972),2
209507746,education,school,28.584992,77.05335440000002,POINT (28.584992 77.05335440000002),2
210238257,education,school,28.589377600000002,77.0381776,POINT (28.5893776 77.0381776),2
215160071,education,school,28.5749839,77.042874,POINT (28.5749839 77.042874),2
217422071,education,school,28.599752399999996,76.9893844,POINT (28.5997524 76.98938440000001),2
217603873,education,school,28.5895972,77.0073634,POINT (28.5895972 77.0073634),2
217604802,education,school,28.591406899999996,76.9991854,POINT (28.5914069 76.9991854),2
217866658,education,school,28.5780222,77.007464,POINT (28.5780222 77.007464),2
221328215,education,school,28.6248029,77.0802198,POINT (28.6248029 77.08021979999999),2
221353891,education,school,28.609362599999997,77.1045341,POINT (28.6093626 77.1045341),2
221428710,education,school,28.631011100000002,77.0758512,POINT (28.6310111 77.0758512),2
221438979,education,school,28.6592234,77.28268299999999,POINT (28.6592234 77.28268299999999),2
221595600,education,school,28.611625099999998,76.9879041,POINT (28.6116251 76.98790409999999),2
221688402,education,school,28.5591006,77.2769483,POINT (28.5591006 77.2769483),2
221688404,education,school,28.557008500000002,77.27920809999999,POINT (28.5570085 77.27920809999999),2
239636987,education,school,28.523319899999997,77.2131703,POINT (28.5233199 77.2131703),2
239637984,education,school,28.523430600000005,77.2146709,POINT (28.5234306 77.2146709),2
239637987,education,school,28.5205697,77.21335340000002,POINT (28.5205697 77.21335340000002),2
239638765,education,school,28.523497600000002,77.2096748,POINT (28.5234976 77.2096748),2
239641067,education,school,28.5226923,77.209378,POINT (28.5226923 77.209378),2
239641078,education,school,28.525392200000002,77.2070219,POINT (28.5253922 77.2070219),2
254130940,education,school,28.5301228,77.21289759999999,POINT (28.5301228 77.21289759999999),2
255352551,education,school,28.604549100000003,77.3350645,POINT (28.6045491 77.3350645),2
257886431,education,school,28.625199,77.06263659999999,POINT (28.625199 77.06263659999999),2
258861942,education,school,28.5870332,77.0892215,POINT (28.5870332 77.08922149999999),2
258902317,education,school,28.6121147,77.0867084,POINT (28.6121147 77.08670840000001),2
259024070,education,school,28.674353600000003,77.28326379999999,POINT (28.6743536 77.28326379999999),2
259027104,education,school,28.684341999999997,77.2018252,POINT (28.684342 77.2018252),2
259036520,education,school,28.6771951,77.1941075,POINT (28.6771951 77.1941075),2
259036529,education,school,28.679261699999998,77.19251259999999,POINT (28.6792617 77.19251259999999),2
259036531,education,school,28.685458399999998,77.1997259,POINT (28.6854584 77.1997259),2
259036533,education,school,28.6821913,77.1984628,POINT (28.6821913 77.1984628),2
