id,category,sub_category,lat,lon
351111095,accomodation,apartments,28.5084636,77.1974268
351111147,accomodation,apartments,28.5100198,77.1984605
351111153,accomodation,apartments,28.5081867,77.1969829
351111179,accomodation,apartments,28.5092563,77.1990631
351111186,accomodation,apartments,28.5115393,77.2020957
351111190,accomodation,apartments,28.5092537,77.1968172
351111197,accomodation,apartments,28.5100977,77.198462
351111210,accomodation,apartments,28.508749,77.1978859
351111219,accomodation,apartments,28.5117039,77.2021699
351111233,accomodation,apartments,28.5084962,77.1972435
351111237,accomodation,apartments,28.5086381,77.1965571
351111254,accomodation,apartments,28.5101435,77.1968404
351111259,accomodation,apartments,28.5119227,77.2025036
351111262,accomodation,apartments,28.5116308,77.2006013
351111274,accomodation,apartments,28.5103673,77.1980429
351111278,accomodation,apartments,28.5105107,77.1987055
351111313,accomodation,apartments,28.5092557,77.198969
351111326,accomodation,apartments,28.510367,77.1971056
351111330,accomodation,apartments,28.5089277,77.1978606
351111340,accomodation,apartments,28.5096705,77.1991121
351111353,accomodation,apartments,28.5102918,77.1993586
351111355,accomodation,apartments,28.5081779,77.1957113
351111377,accomodation,apartments,28.5102561,77.1986543
351111389,accomodation,apartments,28.5081174,77.1969829
351111396,accomodation,apartments,28.5081031,77.1968106
351111418,accomodation,apartments,28.5079969,77.1959754
351111427,accomodation,apartments,28.5103658,77.1971987
351111444,accomodation,apartments,28.5112423,77.2015439
351111457,accomodation,apartments,28.5096398,77.1995746
351111472,accomodation,apartments,28.5087984,77.1965618
351111484,accomodation,apartments,28.509479,77.1979484
351118847,accomodation,apartments,28.5161624,77.2009633
351118891,accomodation,apartments,28.5117727,77.2015187
351118895,accomodation,apartments,28.5123415,77.2002931
351118905,accomodation,apartments,28.5118753,77.2013344
351118976,accomodation,apartments,28.5121108,77.2001756
351119039,accomodation,apartments,28.5163346,77.2007372
351119066,accomodation,apartments,28.5157978,77.1989823
351119072,accomodation,apartments,28.5118956,77.2004434
351119117,accomodation,apartments,28.5164926,77.2004984
351119127,accomodation,apartments,28.5122882,77.2007737
351119156,accomodation,apartments,28.5164032,77.2006334
351119160,accomodation,apartments,28.5162306,77.2008579
351119161,accomodation,apartments,28.5120311,77.2011041
351119164,accomodation,apartments,28.5123278,77.2004894
351134420,accomodation,apartments,28.5166806,77.2026706
351134623,accomodation,apartments,28.5168215,77.2033336
351134845,accomodation,apartments,28.5162975,77.202459
351134909,accomodation,apartments,28.5162172,77.2024138
351134923,accomodation,apartments,28.5163002,77.2018572
351135268,accomodation,apartments,28.5161789,77.2012268
351311671,accomodation,apartments,28.6314234,77.303591
351311673,accomodation,apartments,28.6310998,77.3025831
351311690,accomodation,apartments,28.6321742,77.3025744
351311692,accomodation,apartments,28.632815,77.3025313
351311699,accomodation,apartments,28.632711,77.3022464
351311701,accomodation,apartments,28.6307588,77.3038986
351311708,accomodation,apartments,28.6329097,77.3028566
351311710,accomodation,apartments,28.6307862,77.3027367
351311716,accomodation,apartments,28.6318174,77.3024817
351311723,accomodation,apartments,28.6322821,77.3029049
351311726,accomodation,apartments,28.6309593,77.3043674
351311728,accomodation,apartments,28.6315337,77.3041027
351311730,accomodation,apartments,28.6323523,77.3022724
351311735,accomodation,apartments,28.6326118,77.3030323
351311756,accomodation,apartments,28.6320897,77.3032578
351311767,accomodation,apartments,28.6313171,77.3028385
351311768,accomodation,apartments,28.6313336,77.3032358
351311770,accomodation,apartments,28.6327862,77.3036682
351311774,accomodation,apartments,28.6310674,77.3028668
351311780,accomodation,apartments,28.6308132,77.3029311
351311789,accomodation,apartments,28.632536,77.3041104
351311791,accomodation,apartments,28.6310717,77.3033458
351311803,accomodation,apartments,28.6309581,77.3030653
351311805,accomodation,apartments,28.6325995,77.3042951
351311820,accomodation,apartments,28.6323692,77.3038617
351311823,accomodation,apartments,28.6327354,77.3039857
351311825,accomodation,apartments,28.6328576,77.3038307
351311826,accomodation,apartments,28.6309213,77.3028805
351311838,accomodation,apartments,28.6309059,77.3032315
351311840,accomodation,apartments,28.6311341,77.3027448
351311849,accomodation,apartments,28.6322821,77.3041608
351311851,accomodation,apartments,28.6329161,77.3040314
351311853,accomodation,apartments,28.6310693,77.3023492
351311854,accomodation,apartments,28.6329003,77.3042053
351311859,accomodation,apartments,28.6311586,77.3031803
351311861,accomodation,apartments,28.6311683,77.3023053
351311862,accomodation,apartments,28.6310407,77.3027852
351311866,accomodation,apartments,28.6311565,77.3028296
351311877,accomodation,apartments,28.6314383,77.3030509
351311882,accomodation,apartments,28.6330277,77.3035848
351317787,accomodation,apartments,28.6310838,77.305491
351317795,accomodation,apartments,28.6309755,77.3051497
351376240,accomodation,apartments,28.6283492,77.3074144
351391473,accomodation,apartments,28.6286284,77.3077859
351391479,accomodation,apartments,28.6283145,77.3080928
351413214,accomodation,apartments,28.5228746,77.1701536
351413217,accomodation,apartments,28.5212351,77.1681043
351413247,accomodation,apartments,28.5215291,77.1686994
351413273,accomodation,apartments,28.521667,77.1683576
351413274,accomodation,apartments,28.522225,77.1704153
351413306,accomodation,apartments,28.5216726,77.1690137
351413325,accomodation,apartments,28.5229343,77.1705233
351413413,accomodation,apartments,28.5228344,77.1699677
351413421,accomodation,apartments,28.5218827,77.169022
351558012,accomodation,apartments,28.523033,77.1745425
351571378,accomodation,apartments,28.6207309,77.2257779
351642127,accomodation,apartments,28.5797671,77.07043
351642151,accomodation,apartments,28.5948435,77.0512492
351642156,accomodation,apartments,28.5797643,77.0704118
351642193,accomodation,apartments,28.5796139,77.0708354
351642363,accomodation,apartments,28.5793282,77.0710835
351642443,accomodation,apartments,28.5793294,77.0710811
351642465,accomodation,apartments,28.5796151,77.0708269
351785854,accomodation,apartments,28.6312451,77.3029853
352219057,accomodation,apartments,28.5857691,77.067279
352219060,accomodation,apartments,28.5865,77.0666626
352219062,accomodation,apartments,28.5869484,77.066824
352219064,accomodation,apartments,28.585732,77.0677353
352219069,accomodation,apartments,28.5863346,77.0678039
352219072,accomodation,apartments,28.5868168,77.067443
352439387,accomodation,apartments,28.5102599,77.2010415
352451970,accomodation,apartments,28.631121,77.3046827
352451983,accomodation,apartments,28.6317184,77.3044263
352451985,accomodation,apartments,28.6318184,77.3045192
352451987,accomodation,apartments,28.6319693,77.3051571
352451989,accomodation,apartments,28.6319483,77.305672
352452006,accomodation,apartments,28.6318381,77.3047655
352452008,accomodation,apartments,28.6317721,77.3056052
352452028,accomodation,apartments,28.6314132,77.3058949
352538067,accomodation,apartments,28.5681527,77.2483456
352538083,accomodation,apartments,28.5677697,77.2481185
352555387,accomodation,apartments,28.5381416,77.2121076
352558378,accomodation,apartments,28.5665511,77.2495768
352558417,accomodation,apartments,28.5682947,77.249218
352769624,accomodation,apartments,28.540107,77.1880997
352769632,accomodation,apartments,28.5406747,77.1888328
352783942,accomodation,apartments,28.6320769,77.3051256
352783965,accomodation,apartments,28.6319443,77.3047012
352783983,accomodation,apartments,28.632014,77.3049128
353154268,accomodation,apartments,28.6330029,77.3031322
354572880,accomodation,apartments,28.5437121,77.2549741
354755021,accomodation,apartments,28.5688626,77.2486467
355452661,accomodation,apartments,28.5098462,77.1980025
355452667,accomodation,apartments,28.5094553,77.19831
355452668,accomodation,apartments,28.5096939,77.1975268
366364159,accomodation,apartments,28.59802,77.3152573
374517141,accomodation,apartments,28.5532068,77.169299
374517142,accomodation,apartments,28.5529641,77.1691956
374517159,accomodation,apartments,28.5539798,77.1693032
374517160,accomodation,apartments,28.5541194,77.1693587
374519682,accomodation,apartments,28.5616015,77.270599
374520804,accomodation,apartments,28.5615698,77.2688463
374520805,accomodation,apartments,28.5616646,77.2679511
374520806,accomodation,apartments,28.5617741,77.2683323
374521825,accomodation,apartments,28.5614468,77.2684008
374521826,accomodation,apartments,28.5613878,77.2681275
374522582,accomodation,apartments,28.5618601,77.2669015
377592495,accomodation,apartments,28.4790388,77.125086
377592496,accomodation,apartments,28.4793935,77.1253624
377593095,accomodation,apartments,28.6733922,77.1688457
377593096,accomodation,apartments,28.6736828,77.168471
377961609,accomodation,apartments,28.5879955,77.3069998
377962051,accomodation,apartments,28.5880868,77.3068541
377962165,accomodation,apartments,28.588128,77.3067818
377962185,accomodation,apartments,28.5881415,77.3067482
377962266,accomodation,apartments,28.5881605,77.3067188
377962326,accomodation,apartments,28.5881801,77.3066844
377962366,accomodation,apartments,28.5882006,77.306654
377962420,accomodation,apartments,28.5882265,77.3066162
377962447,accomodation,apartments,28.5882546,77.306574
377962472,accomodation,apartments,28.5882815,77.3065339
377962518,accomodation,apartments,28.5883156,77.3064591
377962552,accomodation,apartments,28.5883615,77.3063842
377962628,accomodation,apartments,28.5880409,77.3069242
377962657,accomodation,apartments,28.5883995,77.3063247
377962715,accomodation,apartments,28.588434,77.3062615
377962767,accomodation,apartments,28.5884728,77.3062013
377962799,accomodation,apartments,28.5885054,77.3061467
377962828,accomodation,apartments,28.5885355,77.3060925
377962963,accomodation,apartments,28.5885615,77.3060468
377963003,accomodation,apartments,28.5885968,77.3059906
377963040,accomodation,apartments,28.5886305,77.3059263
377963075,accomodation,apartments,28.5886529,77.3058793
377964859,accomodation,apartments,28.5842428,77.0708674
377964899,accomodation,apartments,28.5841431,77.0708901
377964941,accomodation,apartments,28.5843038,77.0708499
377964988,accomodation,apartments,28.5843629,77.0708491
377965095,accomodation,apartments,28.5615233,77.2067256
377965135,accomodation,apartments,28.5615918,77.2065224
377965142,accomodation,apartments,28.5616081,77.2064013
377967080,accomodation,apartments,28.6438218,77.2868907
377968266,accomodation,apartments,28.6439929,77.2868217
377968271,accomodation,apartments,28.6441617,77.2868831
377970570,accomodation,apartments,28.5583156,77.1999967
377970601,accomodation,apartments,28.5584429,77.2000533
377970691,accomodation,apartments,28.5585444,77.2000972
378116184,accomodation,apartments,28.6406707,77.0930909
378258558,accomodation,apartments,28.6009303,77.1807954
378258565,accomodation,apartments,28.6005622,77.1812467
378261414,accomodation,apartments,28.6469954,77.3001524
378261500,accomodation,apartments,28.6471146,77.300326
378287535,accomodation,apartments,28.6333541,77.2718073
378604829,accomodation,apartments,28.7181692,77.2187124
378604889,accomodation,apartments,28.7180677,77.2189986
378604890,accomodation,apartments,28.71799,77.2192122
378604898,accomodation,apartments,28.7182454,77.2189937
378604938,accomodation,apartments,28.7180232,77.2196434
378604939,accomodation,apartments,28.7180878,77.2194676
378604940,accomodation,apartments,28.718553,77.2191654
378604941,accomodation,apartments,28.7184736,77.2188483
378604942,accomodation,apartments,28.7187003,77.2187493
378604943,accomodation,apartments,28.7187587,77.2182977
379514074,accomodation,apartments,28.6368416,77.090847
379514128,accomodation,apartments,28.636983,77.0910088
380025199,accomodation,apartments,28.6559066,77.1310961
380025208,accomodation,apartments,28.6559521,77.1310409
380026330,accomodation,apartments,28.573448,77.1909481
380026342,accomodation,apartments,28.5737186,77.1910654
380035344,accomodation,apartments,28.5685677,77.2490271
380035345,accomodation,apartments,28.5685092,77.2492901
381444509,accomodation,apartments,28.6810359,77.2933698
382215232,accomodation,apartments,28.7186719,77.1562304
383040743,accomodation,apartments,28.7133458,77.1209255
383040745,accomodation,apartments,28.7136245,77.1207822
383040747,accomodation,apartments,28.7137472,77.1211326
383042361,accomodation,apartments,28.6511241,77.1612024
383042362,accomodation,apartments,28.6512004,77.161004
385074628,accomodation,apartments,28.5302984,77.2890966
385074629,accomodation,apartments,28.5301643,77.2889195
385376009,accomodation,apartments,28.6377692,77.2720511
385376010,accomodation,apartments,28.637762,77.2722014
385389028,accomodation,apartments,28.7119302,77.1629804
387105808,accomodation,apartments,28.5563773,77.2381214
387337247,accomodation,apartments,28.691554,77.1656824
387337249,accomodation,apartments,28.6914794,77.1654824
387337639,accomodation,apartments,28.7050615,77.1021481
388182505,accomodation,apartments,28.5635952,77.2431334
388204431,accomodation,apartments,28.7077278,77.1492985
388369689,accomodation,apartments,28.6010813,77.3223723
388636619,accomodation,apartments,28.6290861,77.3205472
408832995,accomodation,apartments,28.5875631,77.0650021
520838487,accomodation,apartments,28.5387725,77.1842979
583790186,accomodation,apartments,28.5101741,77.2010072
585657674,accomodation,apartments,28.6331572,77.3039782
585657675,accomodation,apartments,28.6331147,77.3038468
585657676,accomodation,apartments,28.6330711,77.3037158
586369794,accomodation,apartments,28.6307202,77.3025464
586369796,accomodation,apartments,28.6307799,77.3024775
586369798,accomodation,apartments,28.6308616,77.302441
586369799,accomodation,apartments,28.6309623,77.302397
586369801,accomodation,apartments,28.6306389,77.3022231
586369803,accomodation,apartments,28.6310166,77.3020478
586369808,accomodation,apartments,28.6307477,77.301894
586386470,accomodation,apartments,28.6285225,77.307538
586386471,accomodation,apartments,28.628546,77.3075944
586386472,accomodation,apartments,28.6284895,77.3077283
586386473,accomodation,apartments,28.6285661,77.3079543
586386474,accomodation,apartments,28.6287055,77.3080209
586386475,accomodation,apartments,28.6281894,77.3078038
586386476,accomodation,apartments,28.6282266,77.307922
586386481,accomodation,apartments,28.6281666,77.3076287
586503403,accomodation,apartments,28.631258,77.3053236
586503404,accomodation,apartments,28.6312883,77.3052026
586503405,accomodation,apartments,28.6313531,77.3050752
586503406,accomodation,apartments,28.6314485,77.3049364
586503407,accomodation,apartments,28.6315108,77.3048097
586503408,accomodation,apartments,28.6315989,77.3046633
586503410,accomodation,apartments,28.6317294,77.3049386
586503411,accomodation,apartments,28.6316427,77.3050873
586503412,accomodation,apartments,28.6314814,77.3053796
586503413,accomodation,apartments,28.631399,77.3055164
586503414,accomodation,apartments,28.6313178,77.3056573
586503415,accomodation,apartments,28.6315601,77.3052387
587429073,accomodation,apartments,28.5076562,77.1981637
589605264,accomodation,apartments,28.5080988,77.1957125
589605267,accomodation,apartments,28.5080225,77.1961388
589605268,accomodation,apartments,28.5076861,77.1961456
649213156,accomodation,apartments,28.6001572,77.0308404
649213683,accomodation,apartments,28.6000249,77.0307159
649215916,accomodation,apartments,28.5999522,77.0308358
649224655,accomodation,apartments,28.6000801,77.0309404
649393498,accomodation,apartments,28.6002944,77.0309548
649394021,accomodation,apartments,28.6004171,77.0310583
649607728,accomodation,apartments,28.6003281,77.0311724
649608851,accomodation,apartments,28.6002097,77.0310736
649610256,accomodation,apartments,28.6006069,77.0311983
649610931,accomodation,apartments,28.6007352,77.0313077
649615879,accomodation,apartments,28.600868,77.0314275
649616794,accomodation,apartments,28.6010001,77.0315456
649619356,accomodation,apartments,28.6011117,77.0316509
649831704,accomodation,apartments,28.6012707,77.0318002
649839891,accomodation,apartments,28.6014013,77.0319154
650030252,accomodation,apartments,28.6015265,77.0320181
650033698,accomodation,apartments,28.6014318,77.0321339
650035270,accomodation,apartments,28.6013166,77.0320318
650035671,accomodation,apartments,28.601193,77.03192
660960600,accomodation,apartments,28.4970279,77.1480531
661405642,accomodation,apartments,28.5096949,77.1977215
665357001,accomodation,apartments,28.5678503,77.249071
665357002,accomodation,apartments,28.5681063,77.249257
665357003,accomodation,apartments,28.567881,77.2491015
666254395,accomodation,apartments,28.5092436,77.1964176
666420237,accomodation,apartments,28.5087281,77.1968074
666422592,accomodation,apartments,28.5108206,77.1992196
667114974,accomodation,apartments,28.5662125,77.1614757
667114978,accomodation,apartments,28.566285,77.1614244
669466618,accomodation,apartments,28.5097845,77.1977207
669490413,accomodation,apartments,28.508728,77.196968
669490415,accomodation,apartments,28.5092566,77.1991527
669490416,accomodation,apartments,28.5090395,77.1990241
669946217,accomodation,apartments,28.5108118,77.1982566
669946218,accomodation,apartments,28.5108129,77.1983613
670297430,accomodation,apartments,28.5080699,77.1969829
670774237,accomodation,apartments,28.5684502,77.2493548
670774241,accomodation,apartments,28.5687396,77.2490689
670774242,accomodation,apartments,28.5688136,77.2489999
670774243,accomodation,apartments,28.5688599,77.2489525
670774244,accomodation,apartments,28.5691329,77.2483692
670967271,accomodation,apartments,28.5678282,77.249035
670967272,accomodation,apartments,28.5679045,77.2491396
670967273,accomodation,apartments,28.5678024,77.248993
670967274,accomodation,apartments,28.5679264,77.2492112
670967275,accomodation,apartments,28.5679919,77.2492427
670967276,accomodation,apartments,28.5680684,77.2492517
671124265,accomodation,apartments,28.5669489,77.2497134
671124268,accomodation,apartments,28.5673037,77.2499001
671124269,accomodation,apartments,28.5672608,77.2499038
671124273,accomodation,apartments,28.5663374,77.2499746
671124274,accomodation,apartments,28.5663083,77.2497741
671124276,accomodation,apartments,28.5665413,77.2496757
671124277,accomodation,apartments,28.5665549,77.2496292
671124278,accomodation,apartments,28.567686,77.2498566
671635648,accomodation,apartments,28.5164594,77.2005484
674051796,accomodation,apartments,28.5159702,77.2022691
679232413,accomodation,apartments,28.5909104,77.0043955
679236236,accomodation,apartments,28.6915106,77.1062897
679236238,accomodation,apartments,28.6913689,77.1060811
684788895,accomodation,apartments,28.5071529,77.1959631
685060089,accomodation,apartments,28.5076522,77.1983465
693168465,accomodation,apartments,28.5672474,77.1604988
696927378,accomodation,apartments,28.5075715,77.1993285
710614080,accomodation,apartments,28.5216749,77.1681413
710614084,accomodation,apartments,28.5217433,77.1680755
710614085,accomodation,apartments,28.5216559,77.1679578
720894882,accomodation,apartments,28.6468131,77.1597023
722221989,accomodation,apartments,28.56771,77.2480869
729462164,accomodation,apartments,28.5224844,77.1697853
732953987,accomodation,apartments,28.5101818,77.2005331
736804920,accomodation,apartments,28.5125149,77.2011234
736804923,accomodation,apartments,28.5126435,77.2011375
736953824,accomodation,apartments,28.5223174,77.1712799
736953825,accomodation,apartments,28.5224044,77.1712648
736953826,accomodation,apartments,28.5225478,77.171249
736953829,accomodation,apartments,28.5224372,77.1703961
736953833,accomodation,apartments,28.5224732,77.1712574
301448255,accomodation,dormitory,28.5484948,77.1863852
291677625,accomodation,house,28.5733914,76.987357
291677626,accomodation,house,28.5727378,76.9871534
291678165,accomodation,house,28.5701734,76.9853347
300241966,accomodation,house,28.7325852,77.1077022
300241967,accomodation,house,28.7324904,77.1076187
300241969,accomodation,house,28.7324588,77.1075909
300241971,accomodation,house,28.7324272,77.107563
300241972,accomodation,house,28.7323956,77.1075351
300241974,accomodation,house,28.7323639,77.1075072
300241975,accomodation,house,28.7323324,77.1074794
300241976,accomodation,house,28.7323008,77.1074516
300241977,accomodation,house,28.732522,77.1076465
300241978,accomodation,house,28.7325536,77.1076743
329244094,accomodation,house,28.4991609,77.2914372
334512923,accomodation,house,28.6300703,77.0752739
348200543,accomodation,house,28.6109668,77.223608
349712408,accomodation,house,28.5590934,77.1625095
349815341,accomodation,house,28.5691729,77.1590082
349967151,accomodation,house,28.5682566,77.1613827
349967158,accomodation,house,28.566697,77.159813
349967167,accomodation,house,28.5665107,77.1612831
349967187,accomodation,house,28.5675848,77.162299
349967194,accomodation,house,28.5678768,77.1616284
349967207,accomodation,house,28.5676129,77.1611572
349967226,accomodation,house,28.567697,77.161314
349967228,accomodation,house,28.5668437,77.1596929
350006494,accomodation,house,28.5607697,77.1623977
350006508,accomodation,house,28.5673071,77.1619994
350006597,accomodation,house,28.5671834,77.1617749
350006607,accomodation,house,28.5670839,77.1615611
350006625,accomodation,house,28.5669485,77.161339
350033870,accomodation,house,28.5616616,77.1631453
350079040,accomodation,house,28.564197,77.1623049
350079149,accomodation,house,28.5666106,77.1607833
350079368,accomodation,house,28.566764,77.1610025
350079379,accomodation,house,28.5666988,77.160895
351055463,accomodation,house,28.5074851,77.2002473
351085222,accomodation,house,28.5069737,77.1959322
351085233,accomodation,house,28.5078019,77.1993581
351085254,accomodation,house,28.5077647,77.1995217
351085481,accomodation,house,28.5072859,77.1965017
351085751,accomodation,house,28.5076837,77.1965403
351111036,accomodation,house,28.5080145,77.195711
351111039,accomodation,house,28.5090629,77.1963968
351111062,accomodation,house,28.5080525,77.1972508
351111077,accomodation,house,28.5094728,77.1970491
351111094,accomodation,house,28.5084558,77.1977069
351111096,accomodation,house,28.5101138,77.1969754
351111142,accomodation,house,28.5091761,77.1973729
351111146,accomodation,house,28.5093473,77.1973132
351111172,accomodation,house,28.5103676,77.1978211
351111195,accomodation,house,28.5079276,77.1957084
351111199,accomodation,house,28.5079942,77.1969828
351111204,accomodation,house,28.508138,77.1972512
351111238,accomodation,house,28.5116035,77.2015843
351111240,accomodation,house,28.5078931,77.1969828
351111245,accomodation,house,28.5089976,77.1991594
351111260,accomodation,house,28.5085932,77.1968073
351111270,accomodation,house,28.5077058,77.1959773
351111272,accomodation,house,28.5085717,77.1983705
351111277,accomodation,house,28.5083798,77.1974266
351111291,accomodation,house,28.5091018,77.1992571
351111303,accomodation,house,28.5087194,77.1974149
351111317,accomodation,house,28.5103435,77.1982382
351111350,accomodation,house,28.5088612,77.1961478
351111351,accomodation,house,28.5085477,77.196968
351111357,accomodation,house,28.5091373,77.1961589
351111366,accomodation,house,28.507973,77.1972505
351111367,accomodation,house,28.5096673,77.1969009
351111383,accomodation,house,28.509755,77.1984597
351111399,accomodation,house,28.5088905,77.1968078
351111401,accomodation,house,28.5097598,77.1991127
351111408,accomodation,house,28.5096171,77.199876
351111419,accomodation,house,28.5088527,77.1969679
351111424,accomodation,house,28.5091646,77.19657
351111425,accomodation,house,28.5090829,77.1969689
351111431,accomodation,house,28.5084855,77.1983721
351111440,accomodation,house,28.5113931,77.2017699
351111441,accomodation,house,28.5096687,77.1986467
351111460,accomodation,house,28.5089381,77.1972012
351111465,accomodation,house,28.5089862,77.1969684
351118833,accomodation,house,28.5118812,77.2005593
351118996,accomodation,house,28.5165792,77.2004539
351119151,accomodation,house,28.5118693,77.2007023
351134402,accomodation,house,28.5158036,77.2021716
351134427,accomodation,house,28.5146939,77.1968278
351134511,accomodation,house,28.5151376,77.1968363
351135245,accomodation,house,28.5149445,77.1968711
351149078,accomodation,house,28.5217889,77.2063141
351149096,accomodation,house,28.5220003,77.2063886
351418820,accomodation,house,28.6288009,77.2126193
351572575,accomodation,house,28.5491521,77.234208
351572681,accomodation,house,28.5489034,77.2340648
351579846,accomodation,house,28.5490327,77.2344582
351579853,accomodation,house,28.5488913,77.2346935
351579881,accomodation,house,28.5485353,77.2339789
351800508,accomodation,house,28.5379186,77.2117744
352537942,accomodation,house,28.5680562,77.2482866
352537957,accomodation,house,28.5679647,77.2476577
352537989,accomodation,house,28.5678859,77.2481822
352538060,accomodation,house,28.5684978,77.2485838
352555484,accomodation,house,28.5381979,77.2123745
352738572,accomodation,house,28.5700633,77.23909
352789163,accomodation,house,28.5210608,77.2158889
352921799,accomodation,house,28.5487773,77.2342736
354755186,accomodation,house,28.5665884,77.2500128
357362073,accomodation,house,28.5476555,77.2015073
361220032,accomodation,house,28.6297791,77.0746847
374517131,accomodation,house,28.5534607,77.169189
374517132,accomodation,house,28.5537357,77.169135
374517133,accomodation,house,28.5536694,77.1692675
374517134,accomodation,house,28.5533281,77.1690714
374517143,accomodation,house,28.552694,77.1694886
374519683,accomodation,house,28.5612471,77.2715244
374519684,accomodation,house,28.5613255,77.2714155
374519685,accomodation,house,28.5615343,77.2707444
374519686,accomodation,house,28.5614428,77.2707914
374522581,accomodation,house,28.5620401,77.26703
374531424,accomodation,house,28.5579323,77.2683742
374531425,accomodation,house,28.5577318,77.2683027
377595939,accomodation,house,28.5271064,77.2050268
378117492,accomodation,house,28.6849205,77.1351792
378117559,accomodation,house,28.6850223,77.1352136
378117654,accomodation,house,28.6848071,77.1351823
378252155,accomodation,house,28.649533,77.2829877
378252161,accomodation,house,28.6495376,77.2833052
378252172,accomodation,house,28.6495169,77.2835086
378252192,accomodation,house,28.6495074,77.2836287
378274311,accomodation,house,28.5237841,77.1822183
378274312,accomodation,house,28.5236679,77.1824776
378274313,accomodation,house,28.5240195,77.1827686
378274314,accomodation,house,28.5243137,77.1827971
378274315,accomodation,house,28.5239415,77.1823779
378274316,accomodation,house,28.5240199,77.1824981
378307674,accomodation,house,28.5031349,77.1765923
378413719,accomodation,house,28.6059847,76.9913969
378429703,accomodation,house,28.5091415,77.1550577
378449556,accomodation,house,28.5033263,77.1797821
378449557,accomodation,house,28.5033781,77.1793586
378449558,accomodation,house,28.5034339,77.1799431
378451078,accomodation,house,28.5039573,77.1861224
378452768,accomodation,house,28.6123886,77.3112704
378452769,accomodation,house,28.6121954,77.3113735
379290823,accomodation,house,28.6257198,77.2133534
379291040,accomodation,house,28.6253793,77.2136043
379296653,accomodation,house,28.5516131,77.2490228
408487579,accomodation,house,28.6526906,77.223105
408488445,accomodation,house,28.6557566,77.2208965
414760670,accomodation,house,28.5318441,77.2158913
414760671,accomodation,house,28.5317755,77.2158999
414760672,accomodation,house,28.5317019,77.2159093
414760673,accomodation,house,28.5316517,77.2154513
414760675,accomodation,house,28.5316765,77.2155291
414760677,accomodation,house,28.531693,77.2155941
414761100,accomodation,house,28.5307975,77.2172129
414761101,accomodation,house,28.5307834,77.2170787
414761103,accomodation,house,28.5305324,77.2189744
414761104,accomodation,house,28.5306579,77.2189503
414761105,accomodation,house,28.5305943,77.2191769
414761106,accomodation,house,28.5308129,77.218955
414761107,accomodation,house,28.5308511,77.2191299
414761370,accomodation,house,28.5309318,77.21937
414761371,accomodation,house,28.5310514,77.2192346
414761372,accomodation,house,28.5311392,77.2193599
414761373,accomodation,house,28.5307922,77.2192594
414761374,accomodation,house,28.5309029,77.2188828
414771602,accomodation,house,28.5950933,77.0682761
414771603,accomodation,house,28.5949229,77.0681389
414771604,accomodation,house,28.5951397,77.0682035
414771605,accomodation,house,28.5951756,77.0681628
414771606,accomodation,house,28.5952329,77.0681062
427818651,accomodation,house,28.6637822,77.0915797
427818652,accomodation,house,28.6636985,77.0915653
427818653,accomodation,house,28.6636139,77.0915523
427818654,accomodation,house,28.6635304,77.0915366
427818655,accomodation,house,28.6634459,77.0915248
427818656,accomodation,house,28.6633612,77.0915106
427818657,accomodation,house,28.663279,77.0914988
427845377,accomodation,house,28.663499,77.0913118
427845378,accomodation,house,28.6636008,77.0913274
427845379,accomodation,house,28.6637921,77.0914117
427845380,accomodation,house,28.663802,77.0913158
427845381,accomodation,house,28.6638123,77.0912206
427845382,accomodation,house,28.6638226,77.0911281
427845383,accomodation,house,28.6638329,77.0910343
427845384,accomodation,house,28.6638449,77.0909398
427845385,accomodation,house,28.6638552,77.0908447
427845386,accomodation,house,28.6638655,77.0907509
427845387,accomodation,house,28.6638758,77.0906557
427845388,accomodation,house,28.6638872,77.0905606
427845389,accomodation,house,28.6638986,77.0904708
427845390,accomodation,house,28.6639146,77.0903769
427845391,accomodation,house,28.6639261,77.0902831
427845392,accomodation,house,28.6639352,77.0901893
427845393,accomodation,house,28.6639478,77.0900967
427845394,accomodation,house,28.6639638,77.0900003
427845395,accomodation,house,28.6639855,77.089883
427845396,accomodation,house,28.6639969,77.0897879
427845397,accomodation,house,28.6640084,77.0896929
427845400,accomodation,house,28.6640175,77.0896016
427845403,accomodation,house,28.6640278,77.0895091
427845405,accomodation,house,28.6640495,77.089414
427845406,accomodation,house,28.6640562,77.0893393
427845407,accomodation,house,28.6640627,77.0892804
427845408,accomodation,house,28.6640696,77.0892205
427845409,accomodation,house,28.6640775,77.0891606
427845410,accomodation,house,28.6640856,77.0891019
427845411,accomodation,house,28.6640913,77.0890433
427845412,accomodation,house,28.6640981,77.088982
427845413,accomodation,house,28.6641107,77.0889142
427845414,accomodation,house,28.6641176,77.0888438
427845415,accomodation,house,28.6641337,77.0887734
427845416,accomodation,house,28.6641428,77.088699
427845417,accomodation,house,28.6641519,77.0886273
427845418,accomodation,house,28.6641611,77.0885464
427845420,accomodation,house,28.663834,77.0891046
427845421,accomodation,house,28.6638249,77.089197
427845422,accomodation,house,28.6638134,77.0892922
427845423,accomodation,house,28.6638031,77.0893886
427845424,accomodation,house,28.6637917,77.089485
427845425,accomodation,house,28.6637803,77.0895789
427845426,accomodation,house,28.6637688,77.0896739
427845427,accomodation,house,28.6637586,77.0897665
427845428,accomodation,house,28.6637471,77.089859
