id,category,sub_category,lat,lon
171616401,education,school,28.6906152,77.079545
171619889,education,school,28.6950017,77.0835709
171619891,education,school,28.6949727,77.085382
171619892,education,school,28.6968494,77.083814
171633225,education,school,28.689403,77.0909616
171633227,education,school,28.6903765,77.0909829
171633228,education,school,28.6961528,77.0934639
171633229,education,school,28.6904224,77.0889721
171633230,education,school,28.6917811,77.0910205
171633231,education,school,28.6935029,77.0951015
171633233,education,school,28.6904648,77.0871074
171640369,education,school,28.6888907,77.0922922
171648768,education,school,28.7147796,77.1093448
171648769,education,school,28.7036907,77.0964694
171648770,education,school,28.7126933,77.1074849
171648785,education,school,28.7138778,77.1038081
171656609,education,school,28.7147537,77.1025566
171663389,education,school,28.7068767,77.0902798
171663390,education,school,28.7074364,77.0905752
171675032,education,school,28.7204565,77.0942108
171675033,education,school,28.7220073,77.0951144
171675034,education,school,28.7163115,77.085933
171675036,education,school,28.7158359,77.0832846
172299274,education,school,28.8067446,77.0542508
172299275,education,school,28.8041009,77.0545659
172299276,education,school,28.8067005,77.0497149
172493269,education,school,28.5378993,77.3002056
174767576,education,school,28.5507022,76.9055948
174864085,education,school,28.548034,77.2932612
175800209,education,school,28.6516888,77.2959144
176162456,education,school,28.4995312,77.2384606
189430835,education,school,28.5951687,77.0397924
189447665,education,school,28.5890939,77.0576892
189447670,education,school,28.5856857,77.0622582
189447985,education,school,28.5822331,77.0590088
189447986,education,school,28.5845938,77.0583446
189450635,education,school,28.5535806,77.0377998
189450636,education,school,28.556294,77.03932
190291170,education,school,28.5377687,77.1481414
190291171,education,school,28.5395974,77.1391416
190291267,education,school,28.533738,77.1444926
190323304,education,school,28.528608,77.1543963
190323355,education,school,28.5293729,77.1540527
190323356,education,school,28.5301062,77.1537783
190333712,education,school,28.5215411,77.1616667
190333713,education,school,28.5208446,77.1608266
190333714,education,school,28.5210771,77.162088
190333720,education,school,28.5314498,77.1443776
200304514,education,school,28.6136119,76.9274552
201289538,education,school,28.6148333,76.9809125
201289539,education,school,28.6128827,76.925122
206564485,education,school,28.6478693,77.1814538
209295014,education,school,28.6014007,77.0173147
209296170,education,school,28.5988478,77.0450972
209507746,education,school,28.584992,77.0533544
210238257,education,school,28.5893776,77.0381776
215160071,education,school,28.5749839,77.042874
217422071,education,school,28.5997524,76.9893844
217603873,education,school,28.5895972,77.0073634
217604802,education,school,28.5914069,76.9991854
217866658,education,school,28.5780222,77.007464
221328215,education,school,28.6248029,77.0802198
221353891,education,school,28.6093626,77.1045341
221428710,education,school,28.6310111,77.0758512
221438979,education,school,28.6592234,77.282683
221595600,education,school,28.6116251,76.9879041
221688402,education,school,28.5591006,77.2769483
221688404,education,school,28.5570085,77.2792081
239636987,education,school,28.5233199,77.2131703
239637984,education,school,28.5234306,77.2146709
239637987,education,school,28.5205697,77.2133534
239638765,education,school,28.5234976,77.2096748
239641067,education,school,28.5226923,77.209378
239641078,education,school,28.5253922,77.2070219
254130940,education,school,28.5301228,77.2128976
255352551,education,school,28.6045491,77.3350645
257886431,education,school,28.625199,77.0626366
258861942,education,school,28.5870332,77.0892215
258902317,education,school,28.6121147,77.0867084
259024070,education,school,28.6743536,77.2832638
259027104,education,school,28.684342,77.2018252
259036520,education,school,28.6771951,77.1941075
259036529,education,school,28.6792617,77.1925126
259036531,education,school,28.6854584,77.1997259
259036533,education,school,28.6821913,77.1984628
259036540,education,school,28.6808284,77.1958905
259169045,education,school,28.6457482,77.1938009
259169049,education,school,28.6464348,77.1945609
259169052,education,school,28.6449965,77.1889005
259178995,education,school,28.660328,77.1901581
259188866,education,school,28.6548892,77.1878699
259944153,education,school,28.6001666,77.169166
260076417,education,school,28.5757158,77.1396557
260083330,education,school,28.5832397,77.1384294
260083527,education,school,28.5824962,77.1359408
260111987,education,school,28.57027,77.160041
260301586,education,school,28.6130628,77.0464176
260309941,education,school,28.6159282,77.0515048
260463371,education,school,28.6108859,77.0739575
260925764,education,school,28.6087591,77.0672943
260925766,education,school,28.6100384,77.0693885
260950188,education,school,28.6315308,77.0590093
261067523,education,school,28.6467327,77.0398508
262073296,education,school,28.5289624,77.2631402
262077439,education,school,28.5289579,77.2511198
262077443,education,school,28.528279,77.251458
262090088,education,school,28.5272321,77.2559391
262248698,education,school,28.5301323,77.2676661
262248704,education,school,28.5319663,77.2671318
262560723,education,school,28.6385002,77.0616135
262560731,education,school,28.636657,77.0638662
262562919,education,school,28.6305274,77.0666313
262562926,education,school,28.6298254,77.0665975
262562928,education,school,28.629065,77.0664119
262562940,education,school,28.6340227,77.0665375
262565104,education,school,28.6387123,77.064054
262565110,education,school,28.6311683,77.0711052
262565364,education,school,28.640867,77.0687965
262567569,education,school,28.6336375,77.0753373
262567571,education,school,28.6391666,77.0720641
262567575,education,school,28.6379692,77.0713242
262567578,education,school,28.6379035,77.0757795
262568466,education,school,28.6421852,77.081441
262569720,education,school,28.6424647,77.0742834
262569723,education,school,28.6409769,77.07834
262569726,education,school,28.6421995,77.0778419
262572483,education,school,28.6382014,77.0676103
262628288,education,school,28.6637891,77.0818465
262628289,education,school,28.6677645,77.0866735
262629843,education,school,28.6729674,77.0892882
262646817,education,school,28.6730925,77.08208
262648108,education,school,28.6766292,77.0786299
262648509,education,school,28.6777353,77.0787823
262648510,education,school,28.6761441,77.0792844
262649724,education,school,28.6788775,77.0833871
262651674,education,school,28.6789744,77.0852922
262656930,education,school,28.6654326,77.0862118
262656932,education,school,28.6657101,77.0833999
262656936,education,school,28.6642918,77.083148
262657118,education,school,28.6594639,77.087036
262662778,education,school,28.6618499,77.0981603
262662784,education,school,28.6619587,77.097153
262662785,education,school,28.6649755,77.0966701
262673261,education,school,28.6683785,77.1136469
262807180,education,school,28.5607959,77.2143147
262838967,education,school,28.5481323,77.2454323
262838968,education,school,28.54809,77.2465935
262856087,education,school,28.6668558,77.1086565
262856088,education,school,28.6669364,77.1103337
262858167,education,school,28.6658082,77.1036883
262858172,education,school,28.6674169,77.1035614
262875939,education,school,28.6755647,77.106466
262875960,education,school,28.6758093,77.1024514
262875962,education,school,28.6754232,77.1047049
262879318,education,school,28.6776608,77.1002428
262879320,education,school,28.6736901,77.1018738
262879322,education,school,28.6711082,77.0980408
262879333,education,school,28.6723417,77.0976324
262891105,education,school,28.6721583,77.1064329
262895699,education,school,28.6751381,77.0800521
263160022,education,school,28.6457967,77.0551894
263160025,education,school,28.6373564,77.057021
263160029,education,school,28.6454071,77.0549257
263160031,education,school,28.6450905,77.0553709
263173624,education,school,28.6276989,77.045258
263173625,education,school,28.6292326,77.0426988
263185322,education,school,28.6327985,77.0399778
263196207,education,school,28.632786,77.0464551
263199199,education,school,28.638094,77.0336908
263209284,education,school,28.6430367,77.0332293
263229545,education,school,28.6336527,77.0412583
263232426,education,school,28.6327729,77.0388286
263274409,education,school,28.6321322,77.029673
263313597,education,school,28.6174597,77.0047724
263313874,education,school,28.6206854,76.9993111
263321244,education,school,28.6331091,77.0604925
263377749,education,school,28.5942322,76.9074879
263385573,education,school,28.5820395,76.877461
263588215,education,school,28.6434316,77.0730456
263591233,education,school,28.6455243,77.0730314
263591769,education,school,28.628128,76.9652916
264726375,education,school,28.5992024,77.0337541
264996285,education,school,28.6385862,77.1127876
264996286,education,school,28.6223377,77.1116293
264998539,education,school,28.6287359,77.1056935
264998542,education,school,28.6281398,77.1077889
264998545,education,school,28.6287256,77.1068066
265007637,education,school,28.6254781,77.1102383
265007640,education,school,28.6231219,77.1160131
265007641,education,school,28.6255738,77.1185773
265007642,education,school,28.6250136,77.1180988
265007645,education,school,28.6262712,77.1114213
265007647,education,school,28.6266215,77.1188926
265014347,education,school,28.5542801,77.168965
265014349,education,school,28.5523626,77.1702408
265028838,education,school,28.5758218,77.2652981
265031890,education,school,28.5637562,77.2724104
265149996,education,school,28.6632622,77.1440452
265149998,education,school,28.6662531,77.1408637
265150006,education,school,28.6652385,77.1413512
265159594,education,school,28.6466766,77.127376
265165723,education,school,28.650766,77.1355194
265165728,education,school,28.6499358,77.1287047
265165734,education,school,28.6492722,77.1309824
265166886,education,school,28.6461143,77.1091608
265166887,education,school,28.6398423,77.1140614
265170520,education,school,28.6482087,77.1327454
265180917,education,school,28.6578784,77.1017283
265180919,education,school,28.6567964,77.1044905
265203367,education,school,28.6389457,77.0922716
265203369,education,school,28.6412284,77.089689
265203370,education,school,28.6396588,77.0926774
265203374,education,school,28.6415392,77.0907686
265438774,education,school,28.5337597,77.2476025
265438780,education,school,28.537439,77.2425479
265438784,education,school,28.5356607,77.2408635
265438787,education,school,28.5373343,77.2452469
265438792,education,school,28.5318007,77.2460784
265738770,education,school,28.5382209,77.2609397
265740534,education,school,28.5650228,77.2517315
265763299,education,school,28.5707137,77.222607
265804039,education,school,28.6531083,77.1647219
265804043,education,school,28.6540972,77.1654916
265804046,education,school,28.6531197,77.1659489
265815213,education,school,28.6586539,77.2055682
265815218,education,school,28.6567309,77.2061097
265816722,education,school,28.6598229,77.2122692
265816724,education,school,28.6588445,77.2064319
265899484,education,school,28.6631075,77.1399085
265899486,education,school,28.6618559,77.1396223
265899488,education,school,28.6615682,77.1409933
265899489,education,school,28.6613874,77.138751
265899490,education,school,28.6609167,77.1379386
265899494,education,school,28.6625155,77.1376662
265901836,education,school,28.5582726,77.2374272
265903496,education,school,28.5734959,77.2262286
265903501,education,school,28.5741958,77.2270215
265903502,education,school,28.5743913,77.2272334
265903504,education,school,28.5704623,77.224801
265903507,education,school,28.5741346,77.2268016
266075028,education,school,28.5464363,77.2955936
266768714,education,school,28.6485149,77.2421164
266768716,education,school,28.6417592,77.2426717
266768717,education,school,28.6476557,77.2418107
266768718,education,school,28.6442921,77.2435782
266768719,education,school,28.645403,77.2412138
266768720,education,school,28.6470271,77.2411531
266768721,education,school,28.6470577,77.2420737
266768722,education,school,28.6477099,77.2410597
266768723,education,school,28.6494777,77.2421433
266768724,education,school,28.6462293,77.2411616
275868749,education,school,28.5776603,77.1700347
275868751,education,school,28.5787838,77.1696716
275872534,education,school,28.5405611,77.2172541
276702359,education,school,28.5792488,77.2634367
276704969,education,school,28.6495682,77.108616
277905473,education,school,28.5989178,77.3118439
277905474,education,school,28.6089818,77.3297113
277905479,education,school,28.6085539,77.330156
278151801,education,school,28.6774437,77.1537519
278151817,education,school,28.6768225,77.1528385
278151818,education,school,28.6764225,77.1537953
278577267,education,school,28.6293072,77.2059977
279569846,education,school,28.5926239,77.0695187
279569848,education,school,28.5913125,77.062843
279962762,education,school,28.5652377,77.0555523
279962764,education,school,28.561696,77.0599163
279962768,education,school,28.5637417,77.0573309
279962769,education,school,28.5609139,77.0588605
279962770,education,school,28.56418,77.0577823
279962775,education,school,28.5564563,77.0552436
281895149,education,school,28.5822277,77.1485896
281895482,education,school,28.5786675,77.1475435
283722678,education,school,28.6038435,77.3332369
283749167,education,school,28.6060857,77.3324745
283761048,education,school,28.6067139,77.3321416
283761049,education,school,28.6102872,77.3398498
283761746,education,school,28.6139975,77.3363159
283761748,education,school,28.6106632,77.3379465
283762593,education,school,28.615348,77.3406432
283762596,education,school,28.611836,77.3384144
283762598,education,school,28.6147292,77.3403625
283888132,education,school,28.5973941,77.316785
283890525,education,school,28.5994013,77.3164062
283918830,education,school,28.6013563,77.3157006
283918834,education,school,28.6004297,77.3196867
283919154,education,school,28.6033287,77.3184964
283923752,education,school,28.6018663,77.3153995
283923848,education,school,28.6084557,77.3208959
284185489,education,school,28.6290356,77.207324
284190150,education,school,28.6293521,77.2090975
286690725,education,school,28.5983242,77.2992935
287080571,education,school,28.649727,77.301837
287500319,education,school,28.6671135,77.2903405
287500326,education,school,28.666273,77.288798
287659126,education,school,28.5896008,77.2269445
287870801,education,school,28.5030487,77.2824615
287870803,education,school,28.5031534,77.2835845
290515054,education,school,28.7144883,77.2021405
290643625,education,school,28.7049642,77.2095585
290784896,education,school,28.6321525,77.1158147
291265303,education,school,28.6290154,77.2291092
291270754,education,school,28.5609065,77.2329684
291271674,education,school,28.5610303,77.2358433
291408838,education,school,28.6760461,77.1937228
291715317,education,school,28.6495432,77.1547068
292167792,education,school,28.696359,77.2264136
292171527,education,school,28.6957378,77.2269093
292511170,education,school,28.7066863,77.2025274
292824629,education,school,28.5430609,77.2224691
293181415,education,school,28.681359,77.180696
293325118,education,school,28.5977053,77.298513
293325159,education,school,28.5973424,77.2986147
293337650,education,school,28.5984219,77.2959
293523176,education,school,28.6473593,77.1998203
293523179,education,school,28.6455233,77.198466
293523181,education,school,28.6459743,77.1987901
293523183,education,school,28.6464442,77.1991613
293523184,education,school,28.6469225,77.1995174
293523186,education,school,28.6452394,77.199484
293523187,education,school,28.6457062,77.1997755
293523189,education,school,28.6461121,77.2001189
293523193,education,school,28.6477034,77.2000314
293523873,education,school,28.6454337,77.20805
293526549,education,school,28.6437273,77.2083234
293526550,education,school,28.6445245,77.2085425
293532873,education,school,28.6920355,77.2856922
293532874,education,school,28.6915753,77.2846335
293541303,education,school,28.6556348,77.1399545
293633746,education,school,28.6704051,77.1200741
294042652,education,school,28.5768305,77.2612031
294119237,education,school,28.5774593,77.2592145
294301235,education,school,28.597138,77.2424632
294301236,education,school,28.4474704,77.1452211
294303084,education,school,28.7727366,77.097633
294317946,education,school,28.6423449,77.1016545
294524899,education,school,28.5719972,77.1762291
294524903,education,school,28.5717751,77.1778302
294547167,education,school,28.6449875,77.21618
295816372,education,school,28.5623767,77.185648
297028433,education,school,28.7544276,77.1328557
297550330,education,school,28.6572091,77.3081434
300047927,education,school,28.7551883,77.1337076
302531395,education,school,28.6247662,77.2777117
302531609,education,school,28.626333,77.2795879
302531610,education,school,28.6259322,77.278916
302531813,education,school,28.6339018,77.2844233
302532267,education,school,28.634039,77.2851883
302534553,education,school,28.6329994,77.2895172
302534579,education,school,28.6366573,77.2919897
302534790,education,school,28.6474586,77.276622
303416225,education,school,37.4298225,-120.780609
303416227,education,school,37.4355996,-120.7727738
303416228,education,school,37.4210819,-120.7853799
303416237,education,school,37.428934,-120.7797142
307521734,education,school,37.4246012,-120.790782
324466682,education,school,28.6029221,77.2215373
331593130,education,school,28.5248488,77.2550014
341481075,education,school,28.5963412,77.2264979
341481077,education,school,28.5970559,77.2265111
341481083,education,school,28.5980264,77.2266301
342554680,education,school,28.6250143,77.0788779
348138963,education,school,28.5830632,77.172768
349698644,education,school,28.6022542,77.3234207
349820534,education,school,28.5640425,77.1606353
350555007,education,school,28.5620807,77.1424899
351067625,education,school,28.5088864,77.2023709
351085362,education,school,28.515784,77.2059696
351311841,education,school,28.7149316,77.22596
351311860,education,school,28.6332525,77.3034795
360643560,education,school,28.5602024,77.2015304
378412923,education,school,28.7117449,77.1189595
379021083,education,school,28.6897864,77.1919363
400483457,education,school,28.6014521,77.0166185
402859112,education,school,28.5831929,77.1936271
408822673,education,school,28.5945691,77.0645736
414777305,education,school,28.6329579,77.1837263
436894956,education,school,28.6909401,77.1309708
447017217,education,school,28.6216742,77.2970686
447185310,education,school,28.6326109,77.2459805
461566508,education,school,28.5101796,77.2656855
461569370,education,school,28.5127484,77.2660753
469618276,education,school,28.7048797,77.17045
479651145,education,school,28.6357859,77.2942699
479830727,education,school,28.5467422,77.1767781
479830732,education,school,28.5445144,77.1638116
482841831,education,school,28.7169557,77.1429534
501786879,education,school,28.6712815,77.165084
509131739,education,school,28.66971,77.205599
510336782,education,school,28.5895731,77.3023335
531893759,education,school,28.5850489,77.1543724
531947612,education,school,28.6018518,77.1243783
533150331,education,school,28.5859004,77.0825736
533150332,education,school,28.5850304,77.083506
533150333,education,school,28.5844363,77.0845233
549632096,education,school,28.6941993,77.3213482
554625250,education,school,28.6193466,77.2828941
558065101,education,school,28.5692337,77.1617078
562195659,education,school,28.6164419,77.2369001
562195661,education,school,28.6158292,77.2361109
583556645,education,school,28.5208861,77.2032663
586013159,education,school,28.5514727,77.2379036
618238658,education,school,28.7157917,77.2092464
632843081,education,school,28.5153662,77.1986825
637912141,education,school,28.6803686,77.2214894
662185763,education,school,28.5869971,77.0881702
662185786,education,school,28.5887528,77.0818283
669585614,education,school,28.6309411,77.0921253
669585617,education,school,28.6310621,77.0938243
671330677,education,school,28.5449976,77.2062854
675366990,education,school,28.5565462,77.2283997
677593770,education,school,28.5208172,77.2268112
677799830,education,school,28.6439763,77.1926384
677801449,education,school,28.5752832,77.2439793
678662133,education,school,28.6038483,77.298931
680690749,education,school,28.6828086,77.2883726
683660426,education,school,28.6897402,77.2914348
691049140,education,school,28.6749119,77.285949
698863790,education,school,28.5090292,77.3013476
706693029,education,school,28.568397,77.2381363
707631341,education,school,28.6821958,77.1587669
719547319,education,school,28.5587302,77.2419986
720714619,education,school,28.707054,76.9822703
722727047,education,school,28.5339212,77.2131524
729487050,education,school,28.5234229,77.1745989
732907417,education,school,28.5660647,77.1640297
25106564,education,university,28.5399865,77.1673584
31536243,education,university,28.5392091,77.1856988
103172956,education,university,28.6109613,77.0379468
111212532,education,university,28.750085,77.1164964
154103766,education,university,28.5948614,77.0178276
154197024,education,university,28.6758033,77.112768
158041906,education,university,28.6418715,77.1765823
173228188,education,university,28.5499879,77.1786003
202952321,education,university,28.599538,77.02418
220356974,education,university,28.5461464,77.2720672
220369755,education,university,28.6306431,77.2454551
263674349,education,university,28.4849064,77.2009939
263675056,education,university,28.4956638,77.2033416
265771682,education,university,28.5846892,77.1645159
